Exp,Year,Plot,Treatment,Date,Species,Percent Cover
E244,2009,202,AllPesticides,13-Aug-09, Solidago rigida                 ,21
E244,2009,203,Control,23-Jun-09, Bare ground                     ,40
E244,2009,203,Control,13-Aug-09, Bare ground                     ,49
E244,2009,203,Control,23-Jun-09, Hedeoma hispida                 ,2
E244,2009,203,Control,23-Jun-09, Lupinus perennis                ,22
E244,2009,203,Control,13-Aug-09, Lupinus perennis                ,3
E244,2009,203,Control,13-Aug-09, Mollugo verticillata            ,1
E244,2009,203,Control,23-Jun-09, Monarda fistulosa               ,15
E244,2009,203,Control,13-Aug-09, Monarda fistulosa               ,15
E244,2009,203,Control,23-Jun-09, Poa pratensis                   ,6
E244,2009,203,Control,13-Aug-09, Poa pratensis                   ,6
E244,2009,203,Control,23-Jun-09, Solidago rigida                 ,15
E244,2009,203,Control,13-Aug-09, Solidago rigida                 ,26
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Aristida basiramea              ,3
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Bare ground                     ,43
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Bare ground                     ,62
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Carex sp.                       ,2
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Coreopsis palmata               ,10
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Cyperus sp.                     ,4
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Erigeron canadensis             ,2
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Koeleria cristata               ,5
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Koeleria cristata               ,1
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Lupinus perennis                ,12
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Monarda fistulosa               ,6
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Monarda fistulosa               ,8
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Poa pratensis                   ,5
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Poa pratensis                   ,5
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Solidago rigida                 ,11
E244,2009,204,SoilDrenchFungicide,13-Aug-09, Solidago rigida                 ,15
E244,2009,204,SoilDrenchFungicide,23-Jun-09, Sorghastrum nutans              ,6
E244,2009,205,Insecticide,23-Jun-09, Achillea millefolium(lanulosa)  ,2
E244,2009,205,Insecticide,13-Aug-09, Aristida basiramea              ,6
E244,2009,205,Insecticide,23-Jun-09, Bare ground                     ,36
E244,2009,205,Insecticide,13-Aug-09, Bare ground                     ,52
E244,2009,205,Insecticide,13-Aug-09, Bouteloua gracilis              ,5
E244,2009,205,Insecticide,23-Jun-09, Carex sp.                       ,2
E244,2009,205,Insecticide,23-Jun-09, Crepis tectorum                 ,5
E244,2009,205,Insecticide,13-Aug-09, Crepis tectorum                 ,1
E244,2009,205,Insecticide,13-Aug-09, Cyperus sp.                     ,2
E244,2009,205,Insecticide,23-Jun-09, Hedeoma hispida                 ,2
E244,2009,205,Insecticide,23-Jun-09, Koeleria cristata               ,6
E244,2009,205,Insecticide,13-Aug-09, Koeleria cristata               ,2
E244,2009,205,Insecticide,23-Jun-09, Lespedeza capitata              ,2
E244,2009,205,Insecticide,13-Aug-09, Lespedeza capitata              ,2
E244,2009,205,Insecticide,23-Jun-09, Lupinus perennis                ,20
E244,2009,205,Insecticide,23-Jun-09, Monarda fistulosa               ,6
E244,2009,205,Insecticide,13-Aug-09, Monarda fistulosa               ,11
E244,2009,205,Insecticide,23-Jun-09, Solidago rigida                 ,19
E244,2009,205,Insecticide,13-Aug-09, Solidago rigida                 ,19
E245,2009,1,Insecticide,14-Aug-09, Agropyron repens                ,1
E245,2009,1,Insecticide,24-Jun-09, Ambrosia artemisiifolia elatior ,4
E245,2009,1,Insecticide,14-Aug-09, Arabis glabra                   ,10
E245,2009,1,Insecticide,24-Jun-09, Bare ground                     ,40
E245,2009,1,Insecticide,14-Aug-09, Bare ground                     ,50
E245,2009,1,Insecticide,14-Aug-09, Crepis tectorum                 ,1
E245,2009,1,Insecticide,14-Aug-09, Cyperus sp.                     ,7
E245,2009,1,Insecticide,14-Aug-09, Erigeron sp.                    ,10
E245,2009,1,Insecticide,24-Jun-09, Koeleria cristata               ,10
E245,2009,1,Insecticide,14-Aug-09, Koeleria cristata               ,12
E245,2009,1,Insecticide,24-Jun-09, Lespedeza capitata              ,1
E245,2009,1,Insecticide,24-Jun-09, Lithospermum sp.                ,10
E245,2009,1,Insecticide,14-Aug-09, Miscellaneous herbs             ,7
E245,2009,1,Insecticide,24-Jun-09, Miscellaneous litter            ,25
E245,2009,1,Insecticide,24-Jun-09, Poa pratensis                   ,1
E245,2009,1,Insecticide,24-Jun-09, Sorghastrum nutans              ,9
E245,2009,1,Insecticide,14-Aug-09, Taraxicum officinalis           ,2
E245,2009,2,Control,14-Aug-09, Ambrosia artemisiifolia elatior ,2
E245,2009,2,Control,24-Jun-09, Bare ground                     ,19
E245,2009,2,Control,14-Aug-09, Bare ground                     ,39
E245,2009,2,Control,14-Aug-09, Cyperus sp.                     ,1
E245,2009,2,Control,24-Jun-09, Hedeoma hispida                 ,2
E245,2009,2,Control,24-Jun-09, Koeleria cristata               ,16
E245,2009,2,Control,14-Aug-09, Koeleria cristata               ,5
E245,2009,2,Control,24-Jun-09, Lespedeza capitata              ,2
E245,2009,2,Control,14-Aug-09, Lespedeza capitata              ,3
E245,2009,2,Control,24-Jun-09, Miscellaneous litter            ,6
E245,2009,2,Control,14-Aug-09, Miscellaneous litter            ,10
E245,2009,2,Control,24-Jun-09, Poa pratensis                   ,10
E245,2009,2,Control,14-Aug-09, Poa pratensis                   ,10
E245,2009,2,Control,24-Jun-09, Sorghastrum nutans              ,45
E245,2009,2,Control,14-Aug-09, Sorghastrum nutans              ,30
E245,2009,3,FoliarFungicide,24-Jun-09, Ambrosia coronopifolia          ,1
E245,2009,3,FoliarFungicide,24-Jun-09, Bare ground                     ,29
E245,2009,3,FoliarFungicide,24-Jun-09, Koeleria cristata               ,20
E245,2009,3,FoliarFungicide,24-Jun-09, Lespedeza capitata              ,2
E245,2009,3,FoliarFungicide,24-Jun-09, Miscellaneous sp.               ,5
E245,2009,3,FoliarFungicide,24-Jun-09, Poa pratensis                   ,10
E245,2009,3,FoliarFungicide,24-Jun-09, Sorghastrum nutans              ,33
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Ambrosia artemisiifolia elatior ,2
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Bare ground                     ,26
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Koeleria cristata               ,30
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Lespedeza capitata              ,1
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Miscellaneous litter            ,5
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Panicum sp.                     ,1
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Poa pratensis                   ,15
E245,2009,4,SoilDrenchFungicide,24-Jun-09, Sorghastrum nutans              ,20
E245,2009,5,AllPesticides,14-Aug-09, Ambrosia artemisiifolia elatior ,2
E245,2009,5,AllPesticides,24-Jun-09, Bare ground                     ,20
E245,2009,5,AllPesticides,14-Aug-09, Bare ground                     ,19
E245,2009,5,AllPesticides,24-Jun-09, Koeleria cristata               ,20
E245,2009,5,AllPesticides,14-Aug-09, Koeleria cristata               ,30
E245,2009,5,AllPesticides,24-Jun-09, Lespedeza capitata              ,3
E245,2009,5,AllPesticides,14-Aug-09, Lespedeza capitata              ,2
E245,2009,5,AllPesticides,24-Jun-09, Lithospermum sp.                ,1
E245,2009,5,AllPesticides,14-Aug-09, Lithospermum sp.                ,4
E245,2009,5,AllPesticides,24-Jun-09, Miscellaneous litter            ,12
E245,2009,5,AllPesticides,14-Aug-09, Miscellaneous litter            ,8
E245,2009,5,AllPesticides,24-Jun-09, Physalis virginiana             ,2
E245,2009,5,AllPesticides,24-Jun-09, Poa pratensis                   ,20
E245,2009,5,AllPesticides,14-Aug-09, Poa pratensis                   ,20
E245,2009,5,AllPesticides,24-Jun-09, Sorghastrum nutans              ,22
E245,2009,5,AllPesticides,14-Aug-09, Sorghastrum nutans              ,15
E245,2009,6,Fenced,14-Aug-09, Andropogon gerardi              ,5
E245,2009,6,Fenced,24-Jun-09, Bare ground                     ,11
E245,2009,6,Fenced,14-Aug-09, Bare ground                     ,17
E245,2009,6,Fenced,24-Jun-09, Carex sp.                       ,1
E245,2009,6,Fenced,14-Aug-09, Cyperus sp.                     ,9
E245,2009,6,Fenced,24-Jun-09, Koeleria cristata               ,21
E245,2009,6,Fenced,24-Jun-09, Lespedeza capitata              ,1
E245,2009,6,Fenced,14-Aug-09, Lespedeza capitata              ,3
E245,2009,6,Fenced,24-Jun-09, Liatris aspera                  ,2
E245,2009,6,Fenced,24-Jun-09, Lithospermum sp.                ,2
E245,2009,6,Fenced,14-Aug-09, Lithospermum sp.                ,4
E245,2009,6,Fenced,24-Jun-09, Miscellaneous litter            ,20
E245,2009,6,Fenced,14-Aug-09, Poa pratensis                   ,24
E245,2009,6,Fenced,24-Jun-09, Sorghastrum nutans              ,42
E245,2009,6,Fenced,14-Aug-09, Sorghastrum nutans              ,38
E245,2009,7,AllPesticides,24-Jun-09, Ambrosia artemisiifolia elatior ,2
E245,2009,7,AllPesticides,14-Aug-09, Ambrosia artemisiifolia elatior ,2
E245,2009,7,AllPesticides,14-Aug-09, Andropogon gerardi              ,3
E245,2009,7,AllPesticides,24-Jun-09, Bare ground                     ,14
E245,2009,7,AllPesticides,14-Aug-09, Bare ground                     ,16
E245,2009,7,AllPesticides,24-Jun-09, Carex sp.                       ,2
E245,2009,7,AllPesticides,14-Aug-09, Cyperus sp.                     ,9
E245,2009,7,AllPesticides,24-Jun-09, Koeleria cristata               ,25
E245,2009,7,AllPesticides,14-Aug-09, Koeleria cristata               ,15
E245,2009,7,AllPesticides,24-Jun-09, Lithospermum sp.                ,2
E245,2009,7,AllPesticides,24-Jun-09, Miscellaneous litter            ,35
E245,2009,7,AllPesticides,24-Jun-09, Panicum sp.                     ,2
E245,2009,7,AllPesticides,24-Jun-09, Poa pratensis                   ,15
E245,2009,7,AllPesticides,14-Aug-09, Poa pratensis                   ,18
E245,2009,7,AllPesticides,14-Aug-09, Schizachyrium scoparium         ,3
E245,2009,7,AllPesticides,24-Jun-09, Solidago nemoralis              ,3
E245,2009,7,AllPesticides,14-Aug-09, Solidago nemoralis              ,11
E245,2009,7,AllPesticides,14-Aug-09, Sorghastrum nutans              ,23
E245,2009,8,Control,24-Jun-09, Ambrosia coronopifolia          ,3
E245,2009,8,Control,24-Jun-09, Bare ground                     ,11
E245,2009,8,Control,24-Jun-09, Carex sp.                       ,2
E245,2009,8,Control,24-Jun-09, Koeleria cristata               ,23
E245,2009,8,Control,24-Jun-09, Lithospermum sp.                ,2
E245,2009,8,Control,24-Jun-09, Miscellaneous litter            ,11
E245,2009,8,Control,24-Jun-09, Miscellaneous sp.               ,2
E245,2009,8,Control,24-Jun-09, Poa pratensis                   ,39
E245,2009,8,Control,24-Jun-09, Solidago nemoralis              ,2
E245,2009,8,Control,24-Jun-09, Sorghastrum nutans              ,5
E245,2009,9,Insecticide,14-Aug-09, Ambrosia artemisiifolia elatior ,3
E245,2009,9,Insecticide,24-Jun-09, Ambrosia coronopifolia          ,3
E245,2009,9,Insecticide,24-Jun-09, Bare ground                     ,20
E245,2009,9,Insecticide,14-Aug-09, Bare ground                     ,31
E245,2009,9,Insecticide,14-Aug-09, Cyperus sp.                     ,2
E245,2009,9,Insecticide,24-Jun-09, Koeleria cristata               ,15
E245,2009,9,Insecticide,24-Jun-09, Lespedeza capitata              ,3
E245,2009,9,Insecticide,24-Jun-09, Lithospermum sp.                ,2
E245,2009,9,Insecticide,14-Aug-09, Lithospermum sp.                ,5
E245,2009,9,Insecticide,24-Jun-09, Miscellaneous litter            ,15
E245,2009,9,Insecticide,24-Jun-09, Poa pratensis                   ,17
E245,2009,9,Insecticide,14-Aug-09, Poa pratensis                   ,7
E245,2009,9,Insecticide,24-Jun-09, Solidago nemoralis              ,8
E245,2009,9,Insecticide,14-Aug-09, Solidago nemoralis              ,17
E245,2009,9,Insecticide,14-Aug-09, Solidago rigida                 ,2
E245,2009,9,Insecticide,24-Jun-09, Sorghastrum nutans              ,17
E245,2009,9,Insecticide,14-Aug-09, Sorghastrum nutans              ,33
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Bare ground                     ,47
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Carex sp.                       ,4
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Koeleria cristata               ,10
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Lespedeza capitata              ,7
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Miscellaneous litter            ,5
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Miscellaneous sp.               ,1
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Poa pratensis                   ,6
E245,2009,11,SoilDrenchFungicide,24-Jun-09, Sorghastrum nutans              ,20
E245,2009,12,Fenced,24-Jun-09, Bare ground                     ,12
E245,2009,12,Fenced,24-Jun-09, Koeleria cristata               ,22
E245,2009,12,Fenced,24-Jun-09, Lespedeza capitata              ,3
E245,2009,12,Fenced,24-Jun-09, Liatris aspera                  ,1
E245,2009,12,Fenced,24-Jun-09, Mosses & lichens                ,2
E245,2009,12,Fenced,24-Jun-09, Sorghastrum nutans              ,60
E245,2009,13,AllPesticides,24-Jun-09, Bare ground                     ,2
E245,2009,13,AllPesticides,14-Aug-09, Bare ground                     ,6
E245,2009,13,AllPesticides,24-Jun-09, Hedeoma hispida                 ,2
E245,2009,13,AllPesticides,24-Jun-09, Koeleria cristata               ,12
E245,2009,13,AllPesticides,14-Aug-09, Koeleria cristata               ,30
E245,2009,13,AllPesticides,24-Jun-09, Lespedeza capitata              ,4
E245,2009,13,AllPesticides,14-Aug-09, Miscellaneous herbs             ,4
E245,2009,13,AllPesticides,24-Jun-09, Miscellaneous litter            ,11
E245,2009,13,AllPesticides,14-Aug-09, Miscellaneous litter            ,5
E245,2009,13,AllPesticides,24-Jun-09, Miscellaneous sp.               ,3
E245,2009,13,AllPesticides,24-Jun-09, Physalis virginiana             ,3
E245,2009,13,AllPesticides,14-Aug-09, Poa pratensis                   ,5
E245,2009,13,AllPesticides,24-Jun-09, Solidago nemoralis              ,2
E245,2009,13,AllPesticides,14-Aug-09, Solidago nemoralis              ,5
E245,2009,13,AllPesticides,24-Jun-09, Sorghastrum nutans              ,61
E245,2009,13,AllPesticides,14-Aug-09, Sorghastrum nutans              ,45
E245,2009,14,Control,24-Jun-09, Bare ground                     ,12
E245,2009,14,Control,24-Jun-09, Koeleria cristata               ,16
E245,2009,14,Control,24-Jun-09, Lespedeza capitata              ,3
E245,2009,14,Control,24-Jun-09, Liatris aspera                  ,2
E245,2009,14,Control,24-Jun-09, Lithospermum sp.                ,4
E245,2009,14,Control,24-Jun-09, Miscellaneous litter            ,9
E245,2009,14,Control,24-Jun-09, Panicum oligosanthes            ,1
E245,2009,14,Control,24-Jun-09, Poa pratensis                   ,11
E245,2009,14,Control,24-Jun-09, Sorghastrum nutans              ,42
E245,2009,15,FoliarFungicide,24-Jun-09, Anemone cylindrica              ,2
E245,2009,15,FoliarFungicide,24-Jun-09, Bare ground                     ,4
E245,2009,15,FoliarFungicide,24-Jun-09, Carex sp.                       ,1
E245,2009,15,FoliarFungicide,24-Jun-09, Koeleria cristata               ,16
E245,2009,15,FoliarFungicide,24-Jun-09, Lespedeza capitata              ,2
E245,2009,15,FoliarFungicide,24-Jun-09, Panicum oligosanthes            ,2
E245,2009,15,FoliarFungicide,24-Jun-09, Poa pratensis                   ,5
E245,2009,15,FoliarFungicide,24-Jun-09, Sorghastrum nutans              ,68
E245,2009,16,Insecticide,14-Aug-09, Ambrosia artemisiifolia elatior ,3
E245,2009,16,Insecticide,24-Jun-09, Bare ground                     ,40
E245,2009,16,Insecticide,14-Aug-09, Bare ground                     ,38
E245,2009,16,Insecticide,24-Jun-09, Carex sp.                       ,3
E245,2009,16,Insecticide,24-Jun-09, Koeleria cristata               ,11
E245,2009,16,Insecticide,14-Aug-09, Koeleria cristata               ,8
E245,2009,16,Insecticide,24-Jun-09, Lespedeza capitata              ,2
E245,2009,16,Insecticide,14-Aug-09, Lespedeza capitata              ,3
E245,2009,16,Insecticide,14-Aug-09, Miscellaneous herbs             ,10
E245,2009,16,Insecticide,24-Jun-09, Miscellaneous litter            ,19
E245,2009,16,Insecticide,14-Aug-09, Miscellaneous litter            ,8
E245,2009,16,Insecticide,24-Jun-09, Miscellaneous sp.               ,5
E245,2009,16,Insecticide,24-Jun-09, Solidago nemoralis              ,3
E245,2009,16,Insecticide,24-Jun-09, Sorghastrum nutans              ,17
E245,2009,16,Insecticide,14-Aug-09, Sorghastrum nutans              ,30
E245,2009,17,SoilDrenchFungicide,24-Jun-09, Anemone cylindrica              ,2
E245,2009,17,SoilDrenchFungicide,24-Jun-09, Bare ground                     ,3
